Book Title,Author,Edition,Product Type,Copyright Year,Copyright Holder,Print ISBN,Electronic ISBN,Language,Language Collection,eBook Package,English Package Name,German Package Name,Series Print ISSN,Series Electronic ISSN,Series Title,Volume Number,DOI URL,OpenURL,Subject Classification,Publisher,Imprint
Cosmology for the Curious,"Delia Perlov, Alex Vilenkin",1st ed. 2017,Undergraduate textbook,2017,Springer International Publishing AG,978-3-319-57038-9,978-3-319-57040-2,EN,English/International,11651,Physics and Astronomy,,,,,,http://doi.org/10.1007/978-3-319-57040-2,http://link.springer.com/openurl?genre=book&isbn=978-3-319-57040-2,"Physics; Cosmology; Classical and Quantum Gravitation, Relativity Theory; Particle and Nuclear Physics; History and Philosophical Foundations of Physics; Philosophy of Religion",Springer International Publishing,Springer
Methods of Mathematical Modelling,"Thomas Witelski, Mark Bowen",1st ed. 2015,Undergraduate textbook,2015,Springer International Publishing Switzerland,978-3-319-23041-2,978-3-319-23042-9,EN,English/International,11649,Mathematics and Statistics,,1615-2085,2197-4144,Springer Undergraduate Mathematics Series,,http://doi.org/10.1007/978-3-319-23042-9,http://link.springer.com/openurl?genre=book&isbn=978-3-319-23042-9,Mathematics; Ordinary Differential Equations; Partial Differential Equations; Mathematical Applications in the Physical Sciences; Mathematical Modeling and Industrial Mathematics; Calculus of Variations and Optimal Control; Optimization,Springer International Publishing,Springer
Introduction to Logic Circuits & Logic Design with Verilog,Brock J. LaMeres,1st ed. 2017,Undergraduate textbook,2017,Springer International Publishing AG,978-3-319-53882-2,978-3-319-53883-9,EN,English/International,11647,Engineering,,,,,,http://doi.org/10.1007/978-3-319-53883-9,http://link.springer.com/openurl?genre=book&isbn=978-3-319-53883-9,Engineering; Circuits and Systems; Processor Architectures; Logic Design,Springer International Publishing,Springer
Structural Analysis,"O. A. Bauchau, J.I. Craig",2009,Graduate/advanced undergraduate textbook,2009,Springer Science+Business Media B.V.,978-90-481-2515-9,978-90-481-2516-6,EN,English/International,11647,Engineering,,0925-0042,2214-7764,Solid Mechanics and Its Applications,163,http://doi.org/10.1007/978-90-481-2516-6,http://link.springer.com/openurl?genre=book&isbn=978-90-481-2516-6,"Engineering; Mechanical Engineering; Astronomy, Astrophysics and Cosmology; Aerospace Technology and Astronautics; Theoretical and Applied Mechanics",Springer Netherlands,Springer
Engineering Flow and Heat Exchange,Octave Levenspiel,3rd ed. 2014,Graduate/advanced undergraduate textbook,2014,Springer Science+Business Media New York,978-1-4899-7453-2,978-1-4899-7454-9,EN,English/International,11644,Chemistry and Materials Science,,,,,,http://doi.org/10.1007/978-1-4899-7454-9,http://link.springer.com/openurl?genre=book&isbn=978-1-4899-7454-9,"Chemistry; Industrial Chemistry/Chemical Engineering; Engineering Thermodynamics, Heat and Mass Transfer; Engineering Fluid Dynamics; Mechanical Engineering; Thermodynamics",Springer US,Springer
Enterprise Risk Management Models,"David L. Olson, Desheng Dash Wu",2nd ed. 2017,Graduate/advanced undergraduate textbook,2017,Springer-Verlag GmbH Germany,978-3-662-53784-8,978-3-662-53785-5,EN,English/International,41169,Business and Management,,2192-4333,2192-4341,Springer Texts in Business and Economics,,http://doi.org/10.1007/978-3-662-53785-5,http://link.springer.com/openurl?genre=book&isbn=978-3-662-53785-5,Business and Management; Operations Management; Risk Management,Springer Berlin Heidelberg,Springer
Reactive Power Control in AC Power Systems,"Naser Mahdavi Tabatabaei, Ali Jafari Aghbolaghi, Nicu Bizon, Frede Blaabjerg",1st ed. 2017,Graduate/advanced undergraduate textbook,2017,Springer International Publishing AG,978-3-319-51117-7,978-3-319-51118-4,EN,English/International,40367,Energy,,1612-1287,1860-4676,Power Systems,,http://doi.org/10.1007/978-3-319-51118-4,http://link.springer.com/openurl?genre=book&isbn=978-3-319-51118-4,"Engineering; Power Electronics, Electrical Machines and Networks; Energy Systems; Control",Springer International Publishing,Springer
Principles of Microeconomics,Martin Kolmar,1st ed. 2017,Undergraduate textbook,2017,Springer International Publishing AG,978-3-319-57588-9,978-3-319-57589-6,EN,English/International,41170,Economics and Finance,,2192-4333,2192-4341,Springer Texts in Business and Economics,,http://doi.org/10.1007/978-3-319-57589-6,http://link.springer.com/openurl?genre=book&isbn=978-3-319-57589-6,Economics; Microeconomics; Behavioral/Experimental Economics; History of Economic Thought/Methodology; Game Theory; Institutional/Evolutionary Economics,Springer International Publishing,Springer
Additive Manufacturing Technologies,"Ian Gibson, David W. Rosen, Brent Stucker",2010,Graduate/advanced undergraduate textbook,2010,"Springer Science+Business Media, LLC, part of Springer Nature",978-1-4419-1119-3,978-1-4419-1120-9,EN,English/International,11647,Engineering,,,,,,http://doi.org/10.1007/978-1-4419-1120-9,http://link.springer.com/openurl?genre=book&isbn=978-1-4419-1120-9,Engineering; Engineering Design; Industrial Chemistry/Chemical Engineering; Industrial and Production Engineering; Mechanical Engineering,Springer US,Springer
Principles of Physics,"Hafez  A . Radi, John O Rasmussen",2012,Undergraduate textbook,2013,Springer-Verlag Berlin Heidelberg,978-3-642-23025-7,978-3-642-23026-4,EN,English/International,11651,Physics and Astronomy,,2192-4791,2192-4805,Undergraduate Lecture Notes in Physics,,http://doi.org/10.1007/978-3-642-23026-4,http://link.springer.com/openurl?genre=book&isbn=978-3-642-23026-4,"Physics; Classical and Continuum Physics; Classical Mechanics; Classical Electrodynamics; Magnetism, Magnetic Materials; Mechanical Engineering; Electrical Engineering",Springer Berlin Heidelberg,Springer
Fundamentals of Biomechanics,"Nihat Özkaya, Dawn Leger, David Goldsheyder, Margareta Nordin",4th ed. 2017,Graduate/advanced undergraduate textbook,2017,Springer International Publishing Switzerland,978-3-319-44737-7,978-3-319-44738-4,EN,English/International,11642,Biomedical and Life Sciences,,,,,,http://doi.org/10.1007/978-3-319-44738-4,http://link.springer.com/openurl?genre=book&isbn=978-3-319-44738-4,Biomedicine; Human Physiology; Sports Medicine; Biomedical Engineering; Biomedical Engineering/Biotechnology; Orthopedics; Rehabilitation,Springer International Publishing,Springer
Irrigation and Drainage Engineering,"Peter Waller, Muluneh Yitayew",1st ed. 2016,Graduate/advanced undergraduate textbook,2016,Springer International Publishing Switzerland,978-3-319-05698-2,978-3-319-05699-9,EN,English/International,11646,Earth and Environmental Science,,,,,,http://doi.org/10.1007/978-3-319-05699-9,http://link.springer.com/openurl?genre=book&isbn=978-3-319-05699-9,"Earth Sciences; Hydrogeology; Water Industry/Water Technologies; Soil Science & Conservation; Geoengineering, Foundations, Hydraulics",Springer International Publishing,Springer
LaTeX in 24 Hours,Dilip Datta,1st ed. 2017,Graduate/advanced undergraduate textbook,2017,Springer International Publishing AG,978-3-319-47830-2,978-3-319-47831-9,EN,English/International,11645,Computer Science,,,,,,http://doi.org/10.1007/978-3-319-47831-9,http://link.springer.com/openurl?genre=book&isbn=978-3-319-47831-9,Popular Science; Popular Computer Science; Programming Techniques,Springer International Publishing,Springer
Psychology of Perception,Simon Grondin,1st ed. 2016,Graduate/advanced undergraduate textbook,2016,Springer International Publishing Switzerland,978-3-319-31789-2,978-3-319-31791-5,EN,English/International,41168,Behavioral Science and Psychology,,,,,,http://doi.org/10.1007/978-3-319-31791-5,http://link.springer.com/openurl?genre=book&isbn=978-3-319-31791-5,Psychology; Cognitive Psychology,Springer International Publishing,Springer
Extragalactic Astronomy and Cosmology,Peter Schneider,2nd ed. 2015,Undergraduate textbook,2015,Springer-Verlag Berlin Heidelberg,978-3-642-54082-0,978-3-642-54083-7,EN,English/International,11651,Physics and Astronomy,,,,,,http://doi.org/10.1007/978-3-642-54083-7,http://link.springer.com/openurl?genre=book&isbn=978-3-642-54083-7,"Physics; Astronomy, Astrophysics and Cosmology",Springer Berlin Heidelberg,Springer
Automata and Computability,Dexter C. Kozen,1997,Undergraduate textbook,1997,Springer Science+Business Media New York,978-0-387-94907-9,978-1-4612-1844-9,EN,English/International,11645,Computer Science,,,,Undergraduate Texts in Computer Science,,http://doi.org/10.1007/978-1-4612-1844-9,http://link.springer.com/openurl?genre=book&isbn=978-1-4612-1844-9,Computer Science; Computation by Abstract Devices; Algorithm Analysis and Problem Complexity,Springer New York,Springer
The Algorithm Design Manual,Steven S Skiena,2nd ed. 2008,Graduate/advanced undergraduate textbook,2008,Springer-Verlag London Limited,978-1-84800-069-8,978-1-84800-070-4,EN,English/International,11645,Computer Science,,,,,,http://doi.org/10.1007/978-1-84800-070-4,http://link.springer.com/openurl?genre=book&isbn=978-1-84800-070-4,Computer Science; Software Engineering/Programming and Operating Systems; Programming Techniques; Algorithm Analysis and Problem Complexity; Theory of Computation; Algorithms; Discrete Mathematics in Computer Science,Springer London,Springer
Chemical Thermodynamics,Ernö Keszei,2012,Undergraduate textbook,2012,Springer-Verlag Berlin Heidelberg,978-3-642-19863-2,978-3-642-19864-9,EN,English/International,11644,Chemistry and Materials Science,,,,,,http://doi.org/10.1007/978-3-642-19864-9,http://link.springer.com/openurl?genre=book&isbn=978-3-642-19864-9,"Chemistry; Physical Chemistry; Thermodynamics; Engineering Thermodynamics, Heat and Mass Transfer; Industrial Chemistry/Chemical Engineering; Materials Science, general; Biochemistry, general",Springer Berlin Heidelberg,Springer
Computational Physics,Philipp O.J. Scherer,3rd ed. 2017,Graduate/advanced undergraduate textbook,2017,Springer International Publishing AG,978-3-319-61087-0,978-3-319-61088-7,EN,English/International,11651,Physics and Astronomy,,1868-4513,1868-4521,Graduate Texts in Physics,,http://doi.org/10.1007/978-3-319-61088-7,http://link.springer.com/openurl?genre=book&isbn=978-3-319-61088-7,"Physics; Numerical and Computational Physics, Simulation; Mathematical Applications in the Physical Sciences; Mathematical and Computational Engineering; Theoretical and Computational Chemistry",Springer International Publishing,Springer
Introduction to Statistics and Data Analysis ,"Christian Heumann, Michael Schomaker,  Shalabh",1st ed. 2016,Graduate/advanced undergraduate textbook,2016,Springer International Publishing Switzerland,978-3-319-46160-1,978-3-319-46162-5,EN,English/International,11649,Mathematics and Statistics,,,,,,http://doi.org/10.1007/978-3-319-46162-5,http://link.springer.com/openurl?genre=book&isbn=978-3-319-46162-5,Statistics; Statistical Theory and Methods; Statistics for Business/Economics/Mathematical Finance/Insurance; Econometrics; Macroeconomics/Monetary Economics//Financial Economics,Springer International Publishing,Springer
Grammar for Teachers,Andrea DeCapua,2nd ed. 2017,Graduate/advanced undergraduate textbook,2017,Springer International Publishing Switzerland,978-3-319-33914-6,978-3-319-33916-0,EN,English/International,41171,Education,,2366-7672,2366-7680,Springer Texts in Education,,http://doi.org/10.1007/978-3-319-33916-0,http://link.springer.com/openurl?genre=book&isbn=978-3-319-33916-0,Education; Language Education; Learning and Instruction; Sociology of Education,Springer International Publishing,Springer
Time Series Econometrics,Klaus Neusser,1st ed. 2016,Graduate/advanced undergraduate textbook,2016,Springer International Publishing Switzerland,978-3-319-32861-4,978-3-319-32862-1,EN,English/International,41170,Economics and Finance,,2192-4333,2192-4341,Springer Texts in Business and Economics,,http://doi.org/10.1007/978-3-319-32862-1,http://link.springer.com/openurl?genre=book&isbn=978-3-319-32862-1,Economics; Econometrics; Macroeconomics/Monetary Economics//Financial Economics; Statistics for Business/Economics/Mathematical Finance/Insurance,Springer International Publishing,Springer
Electrochemistry,"Christine Lefrou, Pierre Fabry, Jean-Claude Poignet",2012,Graduate/advanced undergraduate textbook,2012,Springer-Verlag Berlin Heidelberg,978-3-642-30249-7,978-3-642-30250-3,EN,English/International,11644,Chemistry and Materials Science,,,,,,http://doi.org/10.1007/978-3-642-30250-3,http://link.springer.com/openurl?genre=book&isbn=978-3-642-30250-3,Chemistry; Electrochemistry; Energy Storage; Optical and Electronic Materials; Thermodynamics; Electrical Engineering,Springer Berlin Heidelberg,Springer
Classical Fourier Analysis,Loukas Grafakos,3rd ed. 2014,Graduate/advanced undergraduate textbook,2014,Springer Science+Business Media New York,978-1-4939-1193-6,978-1-4939-1194-3,EN,English/International,11649,Mathematics and Statistics,,0072-5285,2197-5612,Graduate Texts in Mathematics,249,http://doi.org/10.1007/978-1-4939-1194-3,http://link.springer.com/openurl?genre=book&isbn=978-1-4939-1194-3,Mathematics; Fourier Analysis; Abstract Harmonic Analysis; Functional Analysis,Springer New York,Springer
Human Chromosomes,"Orlando J. Miller, Eeva Therman",4th ed. 2001,Graduate/advanced undergraduate textbook,2001,Springer Science+Business Media New York,978-0-387-95031-0,978-1-4613-0139-4,EN,English/International,11642,Biomedical and Life Sciences,,,,,,http://doi.org/10.1007/978-1-4613-0139-4,http://link.springer.com/openurl?genre=book&isbn=978-1-4613-0139-4,"Biomedicine; Human Genetics; Anatomy; Cell Biology; Life Sciences, general; Molecular Medicine",Springer New York,Springer
Phylogenomics,Christoph Bleidorn,1st ed. 2017,Graduate/advanced undergraduate textbook,2017,Springer International Publishing AG,978-3-319-54062-7,978-3-319-54064-1,EN,English/International,11642,Biomedical and Life Sciences,,,,,,http://doi.org/10.1007/978-3-319-54064-1,http://link.springer.com/openurl?genre=book&isbn=978-3-319-54064-1,Life Sciences; Evolutionary Biology; Human Genetics; Bioinformatics; Microbial Genetics and Genomics; Animal Genetics and Genomics,Springer International Publishing,Springer
Quantum Theory for Mathematicians,Brian C. Hall,2013,Graduate/advanced undergraduate textbook,2013,Springer Science+Business Media New York,978-1-4614-7115-8,978-1-4614-7116-5,EN,English/International,11649,Mathematics and Statistics,,0072-5285,2197-5612,Graduate Texts in Mathematics,267,http://doi.org/10.1007/978-1-4614-7116-5,http://link.springer.com/openurl?genre=book&isbn=978-1-4614-7116-5,"Mathematics; Mathematical Physics; Mathematical Applications in the Physical Sciences; Quantum Physics; Functional Analysis; Topological Groups, Lie Groups; Mathematical Methods in Physics",Springer New York,Springer
Evidence-Based Critical Care,Robert C. Hyzy,1st ed. 2017,Graduate/advanced undergraduate textbook,2017,Springer International Publishing Switzerland,978-3-319-43339-4,978-3-319-43341-7,EN,English/International,11650,Medicine,,,,,,http://doi.org/10.1007/978-3-319-43341-7,http://link.springer.com/openurl?genre=book&isbn=978-3-319-43341-7,Medicine & Public Health; Intensive / Critical Care Medicine,Springer International Publishing,Springer
Clinical Assessment of Child and Adolescent Personality and Behavior,"Paul J. Frick, Christopher T. Barry, Randy W. Kamphaus",3rd ed. 2010,Graduate/advanced undergraduate textbook,2010,Springer-Verlag US,978-0-387-89642-7,978-1-4419-0641-0,EN,English/International,11640,Behavioral Science,,,,,,http://doi.org/10.1007/978-1-4419-0641-0,http://link.springer.com/openurl?genre=book&isbn=978-1-4419-0641-0,"Psychology; Child and School Psychology; Psychotherapy and Counseling; Education, general",Springer US,Springer
